title,author,genre,image
Rat svetova,H. Dž. Vels,Naučna fantastika,https://laguna.rs/_img/korice/5471/rat_svetova-h_dz_vels_s.jpg
Luna – Mesečev osvit,Ijan Mekdonald,Naučna fantastika,https://laguna.rs/_img/korice/5300/luna_mesecev_osvit-ijan_mekdonald_s.jpg
Komplet - Fantastika,"Džordž R. R. Martin,Stiven Erikson,Džo Aberkrombi,Marlon Džejms",Naučna fantastika,https://laguna.rs/_img/korice/5353/komplet_-_fantastika-dzordz_r_r_martin-_stiven_erikson-_dzo_aberkrombi-_marlon_dzejms_s.jpg
Kraj smrti,Liju Cisin,Naučna fantastika,https://laguna.rs/_img/korice/5245/kraj_smrti-liju_cisin_s.jpg
Luna – Vučji mesec,Ijan Mekdonald,Naučna fantastika,https://laguna.rs/_img/korice/5172/luna_vucji_mesec-ijan_mekdonald_s.jpg
Tijamatin gnev,Džejms S. A. Kori,Naučna fantastika,https://laguna.rs/_img/korice/4978/tijamatin_gnev-dzejms_s_a_kori_s.jpg
Luna – Mlad mesec,Ijan Mekdonald,Naučna fantastika,https://laguna.rs/_img/korice/4973/luna_mlad_mesec-ijan_mekdonald_s.jpg
Komplet – Izabrana dela Česlava Miloša,Česlav Miloš,Naučna fantastika,https://laguna.rs/_img/korice/4781/komplet_izabrana_dela_ceslava_milosa-ceslav_milos_s.jpg
Mračna šuma,Liju Cisin,Naučna fantastika,https://laguna.rs/_img/korice/4937/mracna_suma-liju_cisin_s.jpg
Deca propasti,Adrijan Čajkovski,Naučna fantastika,https://laguna.rs/_img/korice/4828/deca_propasti-adrijan_cajkovski_s.jpg
Cena radosti,Stiven Erikson,Naučna fantastika,https://laguna.rs/_img/korice/4685/cena_radosti-stiven_erikson_s.jpg
Uspon Persepolisa,Džejms S. A. Kori,Naučna fantastika,https://laguna.rs/_img/korice/4467/uspon_persepolisa-dzejms_s_a_kori_s.jpg
Problem tri tela,Liju Cisin,Naučna fantastika,https://laguna.rs/_img/korice/4463/problem_tri_tela-liju_cisin_s.jpg
Odaja sećanja,Holi Kejv,Naučna fantastika,https://laguna.rs/_img/korice/3825/odaja_secanja-holi_kejv_s.jpg
Probuđene furije,Ričard Morgan,Naučna fantastika,https://laguna.rs/_img/korice/4165/probudjene_furije-ricard_morgan_s.jpg
Komi ne ume da komunicira 30,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6988/komi_ne_ume_da_komunicira_30-tomohito_oda_s.png
Martin udio,Sanja Savić Milosavljević,Nagrađene knjige,https://laguna.rs/_img/korice/6969/martin_udio-sanja_savic_milosavljevic_s.png
Tigar i Vuk,Adrijan Čajkovski,Nagrađene knjige,https://laguna.rs/_img/korice/6928/tigar_i_vuk-adrijan_cajkovski_s.jpg
Komi ne ume da komunicira 29,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6987/komi_ne_ume_da_komunicira_29-tomohito_oda_s.png
Komi ne ume da komunicira 28,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6915/komi_ne_ume_da_komunicira_28-tomohito_oda_s.png
Noćni čuvar,Džejn En Filips,Nagrađene knjige,https://laguna.rs/_img/korice/6871/nocni_cuvar-dzejn_en_filips_s.jpg
Poštarka,Frančeska Đanone,Nagrađene knjige,https://laguna.rs/_img/korice/6845/postarka-franceska_djanone_s.jpg
Komi ne ume da komunicira 27,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6914/komi_ne_ume_da_komunicira_27-tomohito_oda_s.png
Komi ne ume da komunicira 26,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6913/komi_ne_ume_da_komunicira_26-tomohito_oda_s.png
Kako je svet stvorio Zapad,Džozefina Kvin,Nagrađene knjige,https://laguna.rs/_img/korice/6895/kako_je_svet_stvorio_zapad-dzozefina_kvin_s.png
Komi ne ume da komunicira 25,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6890/komi_ne_ume_da_komunicira_25-tomohito_oda_s.png
Okrugla kuća,Luiz Erdrik,Nagrađene knjige,https://laguna.rs/_img/korice/6876/okrugla_kuca-luiz_erdrik_s.png
Komi ne ume da komunicira 24,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6894/komi_ne_ume_da_komunicira_24-tomohito_oda_s.png
Komi ne ume da komunicira 23,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6868/komi_ne_ume_da_komunicira_23-tomohito_oda_s.png
Bekos,Enes Halilović,Nagrađene knjige,https://laguna.rs/_img/korice/6847/bekos-enes_halilovic_s.jpg
Sviftovi: Rečnik nevaljalaca,"Bet Linkoln,Kler Pauel",Nagrađene knjige,https://laguna.rs/_img/korice/6863/sviftovi_recnik_nevaljalaca_s.jpg
Komi ne ume da komunicira 22,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6854/komi_ne_ume_da_komunicira_22_s.jpg
Komi ne ume da komunicira 21,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6853/komi_ne_ume_da_komunicira_21_s.jpg
Komi ne ume da komunicira 20,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6832/komi_ne_ume_da_komunicira_20-tomohito_oda_s.png
Komi ne ume da komunicira 19,Tomohito Oda,Nagrađene knjige,https://laguna.rs/_img/korice/6831/komi_ne_ume_da_komunicira_19-tomohito_oda_s.png
Stone Age: Šezdeset godina Rolingstounsa,Lesli-En Džouns,Muzika,https://laguna.rs/_img/korice/6139/stone_age_sezdeset_godina_rolingstounsa-lesli-en_dzouns_s.jpg
Žena u meni,Britni Spirs,Muzika,https://laguna.rs/_img/korice/6182/zena_u_meni-britni_spirs_s.png
VIL,"Mark Manson,Vil Smit",Muzika,https://laguna.rs/_img/korice/5652/vil-mark_manson-_vil_smit_s.jpg
Osetljivi titan,Kristina Ajhel,Muzika,https://laguna.rs/_img/korice/5612/osetljivi_titan-kristina_ajhel_s.jpg
Panonski admiral,Ivan Ivačković,Muzika,https://laguna.rs/_img/korice/5535/panonski_admiral-ivan_ivackovic_s.jpg
Neka ljubav vlada,"Leni Kravic,Dejvid Ric",Muzika,https://laguna.rs/_img/korice/5415/neka_ljubav_vlada-leni_kravic-_dejvid_ric_s.jpg
Niko se odavde neće izvući živ,"Džeri Hopkins,Deni Šugermen",Muzika,https://laguna.rs/_img/korice/5192/niko_se_odavde_nece_izvuci_ziv-dzeri_hopkins-_deni_sugermen_s.jpg
Ovo sam ja,Aca Lukas,Muzika,https://laguna.rs/_img/korice/5158/ovo_sam_ja-aca_lukas_s.jpg
Komplet – Muzičke ikone,"Erik Klepton,Brus Springstin,Rej Konoli",Muzika,https://laguna.rs/_img/korice/4713/komplet_muzicke_ikone-erik_klepton-_brus_springstin-_rej_konoli_s.jpg
Dva su jahača prilazila,Mik Vol,Muzika,https://laguna.rs/_img/korice/4947/dva_su_jahaca_prilazila-mik_vol_s.jpg
Dženis: Njen život i muzika,Holi Džordž-Voren,Muzika,https://laguna.rs/_img/korice/4881/dzenis_njen_zivot_i_muzika-holi_dzordz-voren_s.jpg
Biti Elvis,Rej Konoli,Muzika,https://laguna.rs/_img/korice/4846/biti_elvis-rej_konoli_s.jpg
Bili Ajliš: vodič za fanove,Malkolm Kroft,Muzika,https://laguna.rs/_img/korice/4867/bili_ajlis_vodic_za_fanove-malkolm_kroft_s.jpg
Umetnost pobune – The Rolling Stones,Ivan Ivačković,Muzika,https://laguna.rs/_img/korice/4824/umetnost_pobune_the_rolling_stones-ivan_ivackovic_s.jpg
Ja,Elton Džon,Muzika,https://laguna.rs/_img/korice/4780/ja-elton_dzon_s.jpg
Pesma sirene – moj život u muzici,Simor Stajn,Muzika,https://laguna.rs/_img/korice/4818/pesma_sirene_moj_zivot_u_muzici-simor_stajn_s.jpg
Bunt dece socijalizma,Dušan Vesić,Muzika,https://laguna.rs/_img/korice/4744/bunt_dece_socijalizma-dusan_vesic_s.jpg
Između krajnosti,Ivan Ivačković,Muzika,https://laguna.rs/_img/korice/4476/izmedju_krajnosti-ivan_ivackovic_s.jpg
Biti Džon Lenon,Rej Konoli,Muzika,https://laguna.rs/_img/korice/4327/biti_dzon_lenon-rej_konoli_s.jpg
Van Gogh – More bez obala,Zvonimir Đukić Đule,Muzika,https://laguna.rs/_img/korice/4257/van_gogh_more_bez_obala-zvonimir_djukic_djule_s.jpg
Nordijska mitologija – ilustrovano izdanje,"Nil Gejmen,Livaj Pinfold",Mitologije,https://laguna.rs/_img/korice/6621/nordijska_mitologija-nil_gejmen_s.png
Psiha i Eros,Luna Maknamara,Mitologije,https://laguna.rs/_img/korice/6467/psiha_i_eros-luna_maknamara_s.png
Klitemnestra,Kostanca Kazati,Mitologije,https://laguna.rs/_img/korice/6087/klitemnestra-kostanca_kazati_s.jpg
Kaikeji,Vaišnavi Patel,Mitologije,https://laguna.rs/_img/korice/6085/kaikeji-vaisnavi_patel_s.png
Meduzin pogled,Natali Hejns,Mitologije,https://laguna.rs/_img/korice/5898/meduzin_pogled-natali_hejns_s.png
Kćeri Sparte,Kler Hejvud,Mitologije,https://laguna.rs/_img/korice/5871/kceri_sparte-kler_hejvud_s.png
"Mitovi, čudovišta i bogovi u staroj Grčkoj",Džejms Dejvis,Mitologije,https://laguna.rs/_img/korice/5642/mitovi_cudovista_i_bogovi_u_staroj_grckoj_s.jpg
Ćutanje devojaka,Pet Barker,Mitologije,https://laguna.rs/_img/korice/5467/cutanje_devojaka-pet_barker_s.jpg
Mitopedija,Good Wives and Warriors,Mitologije,https://laguna.rs/_img/korice/5371/mitopedija_s.jpg
Slovenska mitologija - latinica,Nenad Gajić,Mitologije,https://laguna.rs/_img/korice/5311/slovenska_mitologija_-_latinica_s.jpg
Najlepše priče iz grčke mitologije,Stefanija Leonardi Hartli,Mitologije,https://laguna.rs/_img/korice/3641/najlepse_price_iz_grcke_mitologije-stefanija_leonardi_hartli_s.jpg
Rečnik srpskih mitoloških bića (priče i legende),Tamara Lujak,Mitologije,https://laguna.rs/_img/korice/5217/recnik_srpskih_mitoloskih_bica_price_i_legende_s.jpg
Rečnik slovenske mitologije (priče i legende),Tamara Lujak,Mitologije,https://laguna.rs/_img/korice/5216/recnik_slovenske_mitologije_price_i_legende_s.jpg
Ahilova pesma,Madlin Miler,Mitologije,https://laguna.rs/_img/korice/5126/ahilova_pesma-madlin_miler_s.jpg
Venera i Afrodita: Istorija jedne boginje,Betani Hjuz,Mitologije,https://laguna.rs/_img/korice/5109/venera_i_afrodita_istorija_jedne_boginje-betani_hjuz_s.jpg
Hiljadu brodova,Natali Hejns,Mitologije,https://laguna.rs/_img/korice/5051/hiljadu_brodova-natali_hejns_s.jpg
Kirka,Madlin Miler,Mitologije,https://laguna.rs/_img/korice/4552/kirka-madlin_miler_s.jpg
"Mitovi i legende: judaizam, hrišćanstvo, islam",Vladeta Janković,Mitologije,https://laguna.rs/_img/korice/3711/mitove_i_legende_s.jpg
Nordijska mitologija,Nil Gejmen,Mitologije,https://laguna.rs/_img/korice/3685/nordijska_mitologija-nil_gejmen_s.jpg
Mitovi sveta,Luis Tomas Melgar Valero,Mitologije,https://laguna.rs/_img/korice/3640/mitovi_sveta_s.jpg
Pobedi u svakoj raspravi,Mehdi Hasan,Marketing i menadžment,https://laguna.rs/_img/korice/6973/pobedi_u_svakoj_raspravi-mehdi_hasan_s.jpg
Dnevnik jednog direktora,Stiven Bartlet,Marketing i menadžment,https://laguna.rs/_img/korice/6749/dnevnik_jednog_direktora-stiven_bartlet_s.jpg
Mastering the Craft,Miroslav Mišković,Marketing i menadžment,https://laguna.rs/_img/korice/6698/mastering_the_craft_s.png
Planeta talenata,Aleksandar Ignjatović Pertini,Marketing i menadžment,https://laguna.rs/_img/korice/6552/planeta_talenata_s.png
Tajne zanata,Miroslav Mišković,Marketing i menadžment,https://laguna.rs/_img/korice/6532/tajne_zanata-miroslav_miskovic_s.png
200 kila: Šta zna emigrant šta je korporacija,Bojan Leković,Marketing i menadžment,https://laguna.rs/_img/korice/6358/200_kila-bojan_lekovic_s.png
Kreativno slepilo,Dejv Trot,Marketing i menadžment,https://laguna.rs/_img/korice/5942/kreativno_slepilo_i_kako_ga_izleciti-dejv_trot_s.png
1+1=3,Dejv Trot,Marketing i menadžment,https://laguna.rs/_img/korice/5894/113-dejv_trot_s.jpg
Patov zakon i uspešni tehnokrata,Arčibald Pat,Marketing i menadžment,https://laguna.rs/_img/korice/5826/patov_zakon_i_uspesni_tehnokrata-arcibald_pat_s.jpg
Predatorsko razmišljanje,Dejv Trot,Marketing i menadžment,https://laguna.rs/_img/korice/5594/predatorsko_razmisljanje_s.jpg
Zajedničko razmišljanje,Karolina Volf,Marketing i menadžment,https://laguna.rs/_img/korice/5507/zajednicko_razmisljanje-karolina_volf_s.jpg
Dizanje organizacije,Robert Taunsend,Marketing i menadžment,https://laguna.rs/_img/korice/5481/dizanje_organizacije_s.jpg
Kakodalogija,Ivan Stanković,Marketing i menadžment,https://laguna.rs/_img/korice/2442/kakodalogija-ivan_stankovic_s.jpg
Smišljajte i istražujte: Sabrani spisi,Džef Bezos,Marketing i menadžment,https://laguna.rs/_img/korice/5324/smisljajte_i_istrazujte-dzef_bezos_s.jpg
Knjiga o Netfliksu: Ne pravilima,Rid Hejstings i Erin Mejer,Marketing i menadžment,https://laguna.rs/_img/korice/5287/knjiga_o_netfliksu_s.jpg
Bears on the Road,Bojan Leković,Marketing i menadžment,https://laguna.rs/_img/korice/5274/bears_on_the_road-bojan_lekovic_s.jpg
Medvedi na putu,Bojan Leković,Marketing i menadžment,https://laguna.rs/_img/korice/4776/medvedi_na_putu-bojan_lekovic_s.jpg
Od nule do jedan,"Piter Til,Blejk Masters",Marketing i menadžment,https://laguna.rs/_img/korice/3690/od_nule_do_jedan-piter_til_s.jpg
Mamin test,Rob Ficpatrik,Marketing i menadžment,https://laguna.rs/_img/korice/3695/mamin_test-rob_ficpatrik_s.jpg
Crna knjiga korporacija,"Klaus Verner-Lobo,Hans Vajs",Marketing i menadžment,https://laguna.rs/_img/korice/2984/crna_knjiga_korporacija-hans_vajs-_klaus_verner-lobo_s.jpg
Obećana Nedođija 10,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6950/obecana_nedodjija_10_s.png
Komi ne ume da komunicira 30,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6988/komi_ne_ume_da_komunicira_30-tomohito_oda_s.png
Obećana Nedođija 9,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6949/obecana_nedodjija_9-kaju_sirai-_posuka_demizu_s.png
Komi ne ume da komunicira 29,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6987/komi_ne_ume_da_komunicira_29-tomohito_oda_s.png
Obećana Nedođija 8,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6948/obecana_nedodjija_8-kaju_sirai-_posuka_demizu_s.png
Komi ne ume da komunicira 28,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6915/komi_ne_ume_da_komunicira_28-tomohito_oda_s.png
Obećana Nedođija 7,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6932/obecana_nedodjija_7_s.jpg
Komi ne ume da komunicira 27,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6914/komi_ne_ume_da_komunicira_27-tomohito_oda_s.png
Obećana Nedođija 6,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6930/obecana_nedodjija_6_s.jpg
Komi ne ume da komunicira 26,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6913/komi_ne_ume_da_komunicira_26-tomohito_oda_s.png
Obećana Nedođija 5,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6892/obecana_nedodjija_5-kaju_sirai-_posuka_demizu_s.png
Komi ne ume da komunicira 25,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6890/komi_ne_ume_da_komunicira_25-tomohito_oda_s.png
Obećana Nedođija 4,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6891/obecana_nedodjija_4-kaju_sirai-_posuka_demizu_s.png
Komi ne ume da komunicira 24,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6894/komi_ne_ume_da_komunicira_24-tomohito_oda_s.png
Obećana Nedođija 3,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6885/zameniti_naslov-kaju_sirai-_posuka_demizu_s.jpg
Komi ne ume da komunicira 23,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6868/komi_ne_ume_da_komunicira_23-tomohito_oda_s.png
Obećana Nedođija 2,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6866/obecana_nedodjija_2_s.png
Komi ne ume da komunicira 22,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6854/komi_ne_ume_da_komunicira_22_s.jpg
Obećana Nedođija 1,"Kaju Širai,Posuka Demizu",Manga i strip,https://laguna.rs/_img/korice/6846/obecana_nedodjija_1-kaju_sirai-_posuka_demizu_s.png
Komi ne ume da komunicira 21,Tomohito Oda,Manga i strip,https://laguna.rs/_img/korice/6853/komi_ne_ume_da_komunicira_21_s.jpg
Lekcije iz foliranja,Selina Mej,Ljubavni,https://laguna.rs/_img/korice/6927/lekcije_iz_foliranja-selina_mej_s.jpg
Trenutak za ljubav,Kristina Moninger,Ljubavni,https://laguna.rs/_img/korice/6974/trenutak_za_ljubav-kristina_moninger_s.jpg
Kao biser u okeanu,Sara Lark,Ljubavni,https://laguna.rs/_img/korice/6961/kao_biser_u_okeanu-sara_lark_s.png
Čovek od hiljadu lutanja,Anjes Marten-Ligan,Ljubavni,https://laguna.rs/_img/korice/6797/covek_od_hiljadu_lutanja-anjes_marten-ligan_s.jpg
Poštarka,Frančeska Đanone,Ljubavni,https://laguna.rs/_img/korice/6845/postarka-franceska_djanone_s.jpg
Nezaboravna Loreta Darling,Ketrin Blejk,Ljubavni,https://laguna.rs/_img/korice/6920/nezaboravna_loreta_darling-ketrin_blejk_s.png
Ugasi svetlo,Navesa Alen,Ljubavni,https://laguna.rs/_img/korice/6900/ugasi_svetlo-navesa_alen_s.png
Knjižara zabranjenih knjiga,Mark Levi,Ljubavni,https://laguna.rs/_img/korice/6881/knjizara_zabranjenih_knjiga-mark_levi_s.png
Crna noć nada mnom i zvezdano nebo u meni,Ivan Tokin,Ljubavni,https://laguna.rs/_img/korice/6875/crna_noc_nada_mnom_i_zvezdano_nebo_u_meni-ivan_tokin_s.jpg
Ema,Žan Reno,Ljubavni,https://laguna.rs/_img/korice/6781/ema-zan_reno_s.png
Završnica,Kejt Stjuart,Ljubavni,https://laguna.rs/_img/korice/6769/zavrsnica-kejt_stjuart_s.jpg
Pamtim sve,Milena Sekulić Odalović,Ljubavni,https://laguna.rs/_img/korice/6848/pamtim_sve_s.jpg
Teheranske lavice,Mardžan Kamali,Ljubavni,https://laguna.rs/_img/korice/6759/teheranske_lavice-mardzan_kamali_s.jpg
Prolećna oluja,Dženi Kolgan,Ljubavni,https://laguna.rs/_img/korice/6801/prolecna_oluja-dzeni_kolgan_s.jpg
Opsesija,Vaj Kiland,Ljubavni,https://laguna.rs/_img/korice/6766/opsesija-vaj_kiland_s.jpg
Buket žutih ruža,Ljiljana Šarac,Ljubavni,https://laguna.rs/_img/korice/6795/buket_zutih_ruza-ljiljana_sarac_s.jpg
"Nekada davno, kraj velike šume",Leo Vardijašvili,Ljubavni,https://laguna.rs/_img/korice/6779/nekada_davno_kraj_velike_sume-leo_vardijasvili_s.jpg
Pre zalaska sunca,Eva Pap,Ljubavni,https://laguna.rs/_img/korice/6791/pre_zalaska_sunca-eva_pap_s.jpg
Majčinstvo,Šila Heti,Ljubavni,https://laguna.rs/_img/korice/6722/majcinstvo-sila_heti_s.jpg
Lotosove cipele,Džejn Jang,Ljubavni,https://laguna.rs/_img/korice/6607/lotosove_cipele-dzejn_jang_s.png
Posni kuvar s pravilima posta,Onufrije Hilandarac,Kuvari,https://laguna.rs/_img/korice/5752/posni_kuvar_s_pravilima_posta_s.jpg
Pravilna linija ishrane – Zvanični kuvar,Suzan Pirs Tompson,Kuvari,https://laguna.rs/_img/korice/5056/pravilna_linija_ishrane_zvanicni_kuvar-suzan_pirs_tompson_s.jpg
Plazma Plazmastičarnica 3.0,Grupa autora,Kuvari,https://laguna.rs/_img/korice/4918/plazma_plazmasticarnica_30-grupa_autora_s.jpg
Čarobna kuhinja za osobe sa dijabetesom,Violeta Orešković Ćurčić,Kuvari,https://laguna.rs/_img/korice/4231/carobna_kuhinja_za_osobe_sa_dijabetesom-violeta_oreskovic_curcic_s.jpg
Plazma Plazmastičarnica 2.0,Grupa autora,Kuvari,https://laguna.rs/_img/korice/3712/plazma_plazmasticarnica_20_s.jpg
U sve se meša – ljubav,Zdravko Gavrilović,Kuvari,https://laguna.rs/_img/korice/3705/u_sve_se_mesa_ljubav-zdravko_gavrilovic_s.jpg
Najbolja jela Srbije,"Milovan Mića Stojanović,Milan Stojanović",Kuvari,https://laguna.rs/_img/korice/3629/najbolja_jela_srbije_s.jpg
Plazma Plazmastičarnica,Grupa autora,Kuvari,https://laguna.rs/_img/korice/3297/plazmasticarnica-grupa_autora_s.jpg
Svetogorski kuvar,Onufrije Hilandarac,Kuvari,https://laguna.rs/_img/korice/2831/svetogorski_kuvar-onufrije_hilandarac_s.jpg
Larousse - 100 recepata za bebe,Selin Šaro,Kuvari,https://laguna.rs/_img/korice/2572/larousse_-_100_recepata_za_bebe-selin_saro_s.jpg
U lepinji – najbolji recepti,Žan-Fransoa Male,Kuvari,https://laguna.rs/_img/korice/2558/u_lepinji_najbolji_recepti-zan-fransoa_male_s.jpg
30 najboljih recepata s kremom Nutella,Grupa autora,Kuvari,https://laguna.rs/_img/korice/2481/30_najboljih_recepata_nutella-grupa_autora_s.jpg
Recite zbogom pšenici,Vilijem Dejvis,Kuvari,https://laguna.rs/_img/korice/2381/recite_zbogom_psenici_s.jpg
Dvodnevna dijeta,"Mišel Harvi,Toni Hauel",Kuvari,https://laguna.rs/_img/korice/2322/dvodnevna_dijeta-toni_hauel-_misel_harvi_s.jpg
Serviraj za pobedu,Novak Đoković,Kuvari,https://laguna.rs/_img/korice/2245/serviraj_za_pobedu_s.jpg
Do bolesti i natrag,Marina Furlan,Kuvari,https://laguna.rs/_img/korice/2182/do_bolesti_i_natrag-marina_furlan_s.jpg
Sale & Pepe - Pasta i pirinač,Grupa autora,Kuvari,https://laguna.rs/_img/korice/2015/sale_pepe_-_pasta_i_pirinac-grupa_autora_s.jpg
"Moja tajna – ljubav, vežbanje, kuvanje",Sanja Marinković,Kuvari,https://laguna.rs/_img/korice/1985/moja_tajna_ljubav_vezbanje_kuvanje-sanja_marinkovic_s.jpg
Veliki kuvar,Grupa autora,Kuvari,https://laguna.rs/_img/korice/1963/veliki_kuvar-grupa_autora_s.jpg
Sale & Pepe - Sočno meso na trpezi,Grupa autora,Kuvari,https://laguna.rs/_img/korice/1881/sale_pepe_-_socno_meso_na_trpezi-grupa_autora_s.jpg
Ako mi se nešto desi,Aleks Finli,Kriminalistički,https://laguna.rs/_img/korice/6849/ako_mi_se_nesto_desi-aleks_finli_s.jpg
Hildir,Satu Reme,Kriminalistički,https://laguna.rs/_img/korice/6931/hildir-satu_reme_s.png
Usta puna mora,Jurica Pavičić,Kriminalistički,https://laguna.rs/_img/korice/6962/usta_puna_mora-jurica_pavicic_s.png
Vrisak,"Jern Lir Horst,Jan-Erik Fjel",Kriminalistički,https://laguna.rs/_img/korice/6896/vrisak-jern_lir_horst-_jan-erik_fjel_s.png
Ubilački potencijal,Hana Dič,Kriminalistički,https://laguna.rs/_img/korice/6861/ubilacki_potencijal-hana_dic_s.png
Mesta prelaska,Eli Grifits,Kriminalistički,https://laguna.rs/_img/korice/6851/mesta_prelaska-eli_grifits_s.png
Ukus straha,Zoran Petrović,Kriminalistički,https://laguna.rs/_img/korice/6835/ukus_straha-zoran_petrovic_s.png
Minesota,Ju Nesbe,Kriminalistički,https://laguna.rs/_img/korice/6790/minesota-ju_nesbe_s.jpg
Krv tamnija od mastila,Aleks Pavezi,Kriminalistički,https://laguna.rs/_img/korice/6823/krv_tamnija_od_mastila_s.jpg
Znam jednu tajnu,Tes Geritsen,Kriminalistički,https://laguna.rs/_img/korice/6770/znam_jednu_tajnu-tes_geritsen_s.png
Devojka pod drvetom,Sara Bledel,Kriminalistički,https://laguna.rs/_img/korice/6738/devojka_pod_drvetom-sara_bledel_s.jpg
Poslednji problem,Arturo Peres-Reverte,Kriminalistički,https://laguna.rs/_img/korice/6715/poslednji_problem-arturo_peres-reverte_s.png
Ubistva u Beloj zemlji,Žan-Lik Banalek,Kriminalistički,https://laguna.rs/_img/korice/6687/ubistva_u_beloj_zemlji_s.png
Sto posto,Andeš Ruslund,Kriminalistički,https://laguna.rs/_img/korice/6636/sto_posto-andes_ruslund_s.png
Dobro razmisli,Harlan Koben,Kriminalistički,https://laguna.rs/_img/korice/6691/dobro_razmisli_s.png
Rizničar tajni,Zoran Petrović,Kriminalistički,https://laguna.rs/_img/korice/6608/riznicar_tajni-zoran_petrovic_s.png
Jedno đubre manje,Đorđe Bajić,Kriminalistički,https://laguna.rs/_img/korice/6586/jedno_djubre_manje_s.jpg
Kralj Usa: Kraljevstvo 2,Ju Nesbe,Kriminalistički,https://laguna.rs/_img/korice/6431/kralj_usa_kraljevstvo_2-ju_nesbe_s.png
Zločinački manifest,Kolson Vajthed,Kriminalistički,https://laguna.rs/_img/korice/6373/zlocinacki_manifest-kolson_vajthed_s.png
Sinajski testament,Vanja Bulić,Kriminalistički,https://laguna.rs/_img/korice/6321/sinajski_testament-vanja_bulic_s.png
Bojim se da ste zapatili zmajeve,Piter S. Bigl,Komična fantastika,https://laguna.rs/_img/korice/6957/bojim_se_da_ste_zapatili_zmajeve_s.jpg
Deda pras,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/902/deda_pras-teri_pracet_s.jpg
Maskarada,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/492/maskarada-teri_pracet_s.png
Dušmani,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/1209/dusmani-teri_pracet_s.jpg
Zimovnik,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/6825/zimovnik_s.jpg
Gospoda i dame,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/78/gospoda_i_dame-teri_pracet_s.jpg
Duševna muzika,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/190/dusevna_muzika-teri_pracet_s.png
Oružane snage,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/119/oruzane_snage-teri_pracet_s.png
Zanimljiva vremena,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/319/zanimljiva_vremena-teri_pracet_s.png
Mali bogovi,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/37/mali_bogovi-teri_pracet_s.png
Leptirica Marni i misterija meseca,Lora Elen Anderson,Komična fantastika,https://laguna.rs/_img/korice/6692/leptirica_marni_i_misterija_meseca_s.png
Veštice na putu,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/25/vestice_na_putu-teri_pracet_s.jpg
Serafina Krin i poslednji grifon,Aleksandra Filipović,Komična fantastika,https://laguna.rs/_img/korice/5980/serafina_krin_i_poslednji_grifon-aleksandra_filipovic_s.jpg
Svetlost čudesnog,Teri Pračet,Komična fantastika,https://laguna.rs/_img/korice/2/svetlost_cudesnog-teri_pracet_s.jpg
Duga Sivić: Oko oluje,Lora Elen Anderson,Komična fantastika,https://laguna.rs/_img/korice/5829/duga_sivic_oko_oluje-lora_elen_anderson_s.jpg
