title,author,genre,image
Začarana sprava,Uroš Petrović,Slikovnice,https://laguna.rs/_img/korice/6475/zacarana_sprava-uros_petrovic_s.png
Slikovnica – Škola drugarstva gospođice Mile,Grupa autora,Slikovnice,https://laguna.rs/_img/korice/6229/skola_drugarstva_gospodjice_mile_s.jpg
Slikovnica – Škola samopouzdanja gospođice Mile,Grupa autora,Slikovnice,https://laguna.rs/_img/korice/6228/skola_samopouzdanja_gospodjice_mile-zana_dejvidson_s.jpg
Slikovnica – Srećne porodice 1,Ana Grigorjev,Slikovnice,https://laguna.rs/_img/korice/6408/srecne_porodice_1_s.png
Slikovnica – Princezin rođendan,Oskar Vajld,Slikovnice,https://laguna.rs/_img/korice/6315/princezin_rodjendan-oskar_vajld_s.png
Slikovnica – Dunav: Magična reka,"Mihal Hvorecki,Simona Smatana",Slikovnice,https://laguna.rs/_img/korice/6246/dunav_magicna_reka-mihal_hvorecki-_simona_cehova_s.jpg
Slikovnica – Orion i Mrak,Ema Jarlet,Slikovnice,https://laguna.rs/_img/korice/6252/orion_i_mrak_s.jpg
Slikovnica – Pistaćica i Mehurić: Serum istine,Pola Bato,Slikovnice,https://laguna.rs/_img/korice/6222/pistacica_i_mehuric_serum_istine_s.jpg
Disney: Diznilend avantura - knjiga aktivnosti sa nalepnicama,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/6652/diznilend_avantura_knjiga_aktivnosti_sa_nalepnicama_s.png
Moj super blok: Dinosaurusi - sa nalepnicama,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/6653/moj_super_blok_dinosaurusi_sa_nalepnicama-grupa_autora_s.png
Moj super blok: Životinje - sa nalepnicama,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/6654/moj_super_blok_zivotinje_-_sa_nalepnicama-grupa_autora_s.png
Veseli drugari – mekane nalepnice,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5857/veseli_drugari_mekane_nalepnice_s.jpg
Životinje – mekane nalepnice,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5856/zivotinje_mekane_nalepnice-grupa_autora_s.jpg
Slatkiši – više od 100 pufnastih nalepnica,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5644/slatkisi_vise_od_100_pufnastih_nalepnica-grupa_autora_s.jpg
Sirene – više od 100 pufnastih nalepnica,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5643/sirene_vise_od_100_pufnastih_nalepnica-grupa_autora_s.jpg
Moje prve životinje,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5376/moje_prve_zivotinje_s.jpg
Ja sam modna kreatorka,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5375/ja_sam_modna_kreatorka_s.jpg
Dinosaurusi – mekane nalepnice,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5280/dinosaurusi_mekane_nalepnice_s.jpg
Jednorozi – mekane nalepnice,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5279/jednorozi_mekane_nalepnice_s.jpg
Jednorozi,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5043/jednorozi-grupa_autora_s.jpg
Dinosaurusi,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5042/dinosaurusi-grupa_autora_s.jpg
"Jednorozi, životinje i još mnogo slatkih crteža",Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/5039/jednorozi_zivotinje_i_jos_mnogo_slatkih_crteza-grupa_autora_s.jpg
"Nađi broj, pa oboj - bojanka sa nalepnicama",Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/4129/nadji_broj_pa_oboj_bojanka_sa_nalepnicama-grupa_autora_s.jpg
Mali zeka – Suprotnosti,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/4099/mali_zeka_suprotnosti-grupa_autora_s.jpg
Mali Zeka – Pomažem mami,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/4100/mali_zeka_pomazem_mami-grupa_autora_s.jpg
Mala sirena – bajka s nalepnicama,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/4114/mala_sirena_bajka_s_nalepnicama-grupa_autora_s.jpg
Zlatokosa – bajka s nalepnicama,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/4113/zlatokosa_bajka_s_nalepnicama-grupa_autora_s.jpg
Uspavana lepotica – bajka s nalepnicama,Grupa autora,Sa nalepnicama,https://laguna.rs/_img/korice/4112/uspavana_lepotica_bajka_s_nalepnicama-grupa_autora_s.jpg
Prestonice,Ana Atanasković,Putopisi,https://laguna.rs/_img/korice/6970/prestonice-ana_atanaskovic_s.png
Dobre duše Sudana,Viktor Lazić,Putopisi,https://laguna.rs/_img/korice/6720/dobre_duse_sudana_s.png
Masonski simboli u Beogradu,Zoran Lj. Nikolić,Putopisi,https://laguna.rs/_img/korice/6632/masonski_simboli_u_beogradu_s.png
Nacionalistička geografija – satirični putopisi,Dragutin Minić Karlo,Putopisi,https://laguna.rs/_img/korice/6362/nacionalisticka_geografija_satiricni_putopisi_s.png
Pisma iz Norveške,Isidora Sekulić,Putopisi,https://laguna.rs/_img/korice/6309/pisma_iz_norveske-isidora_sekulic_s.jpg
Kenija: Damari divljine,Viktor Lazić,Putopisi,https://laguna.rs/_img/korice/6282/kenija_damari_divljine-viktor_lazic_s.png
Sedam mora i tri okeana – druga knjiga,Jelena J. Dimitrijević,Putopisi,https://laguna.rs/_img/korice/6183/sedam_mora_i_tri_okeana_-_druga_knjiga-jelena_j_dimitrijevic_s.png
O Firenci,Meri Makarti,Putopisi,https://laguna.rs/_img/korice/6138/o_firenci-meri_makarti_s.jpg
Šetnja kroz šumu,Bil Brajson,Putopisi,https://laguna.rs/_img/korice/6016/setnja_kroz_sumu-bil_brajson_s.jpg
O Veneciji,Meri Makarti,Putopisi,https://laguna.rs/_img/korice/5994/o_veneciji-meri_makarti_s.png
Srbin kojekude,Bojan Ljubenović,Putopisi,https://laguna.rs/_img/korice/5927/srbin_kojekude-bojan_ljubenovic_s.jpg
Nalin svet,Din Nikolson,Putopisi,https://laguna.rs/_img/korice/5860/nalin_svet-din_nikolson_s.jpg
Jadran,Robert D. Kaplan,Putopisi,https://laguna.rs/_img/korice/5841/jadran_nova_istorija_vikinga_od_skandinavije_do_puteva_svile-robert_d_kaplan_s.jpg
Pod suncem Toskane,Frensis Mejz,Putopisi,https://laguna.rs/_img/korice/5808/pod_suncem_toskane-frensis_mejz_s.jpg
Na mapi utopije,Branko Anđić,Putopisi,https://laguna.rs/_img/korice/5786/na_mapi_utopije_s.jpg
Zaljubljen u Rim: Ljubavna afera sa Večnim gradom,Mark Tedesko,Putopisi,https://laguna.rs/_img/korice/5391/zaljubljen_u_rim_ljubavna_afera_sa_vecnim_gradom-mark_tedesko_s.jpg
Lutajući Bokelj,Nikola Malović,Putopisi,https://laguna.rs/_img/korice/619/lutajuci_bokelj-nikola_malovic_s.jpg
Usamljeni putnik,Džek Keruak,Putopisi,https://laguna.rs/_img/korice/5306/usamljeni_putnik-dzek_keruak_s.jpg
Moj put istine,Isidora Bjelica,Putopisi,https://laguna.rs/_img/korice/5271/moj_put_istine-isidora_bjelica_s.jpg
Samarkand,Amin Maluf,Putopisi,https://laguna.rs/_img/korice/138/samarkand-amin_maluf_s.jpg
Hemija sa stilom,"Jasminka Korolija,Ljuba Mandić,Nevena Stefanović",Publicistika,https://laguna.rs/_img/korice/6997/hemija_sa_stilom-jasminka_korolija-_ljuba_mandic_s.png
Prestonice,Ana Atanasković,Publicistika,https://laguna.rs/_img/korice/6970/prestonice-ana_atanaskovic_s.png
One stvari,Jasna Žmak,Publicistika,https://laguna.rs/_img/korice/6992/one_stvari_s.png
Najkraća istorija Kine,Linda Džejvin,Publicistika,https://laguna.rs/_img/korice/6976/najkraca_istorija_kine-linda_dzejvin_s.jpg
Pozorišna posla,Vladeta Janković,Publicistika,https://laguna.rs/_img/korice/6999/pozorisna_posla-vladeta_jankovic_s.png
Pobedi u svakoj raspravi,Mehdi Hasan,Publicistika,https://laguna.rs/_img/korice/6973/pobedi_u_svakoj_raspravi-mehdi_hasan_s.jpg
Lavirint zalutalih: Zapad i njegovi protivnici,Amin Maluf,Publicistika,https://laguna.rs/_img/korice/6859/lavirint_zalutalih_zapad_i_njegovi_protivnici-amin_maluf_s.jpg
"Košarka, to je Partizan – novo, dopunjeno izdanje",Slobodan Vladušić,Publicistika,https://laguna.rs/_img/korice/6963/kosarka_to_je_partizan-slobodan_vladusic_s.png
Od mama za mame 1: Trudnoća,1200 mama,Publicistika,https://laguna.rs/_img/korice/6937/od_mama_za_mame-1200_mama_s.png
U harmoniji,Emili Nagoski,Publicistika,https://laguna.rs/_img/korice/6899/u_harmoniji-emili_nagoski_s.png
Najkraća istorija sveta,Dejvid Bejker,Publicistika,https://laguna.rs/_img/korice/6883/najkraca_istorija_sveta_s.jpg
Vixere,Srđan Cvijić,Publicistika,https://laguna.rs/_img/korice/6902/vixere_s.png
Kako je svet stvorio Zapad,Džozefina Kvin,Publicistika,https://laguna.rs/_img/korice/6895/kako_je_svet_stvorio_zapad-dzozefina_kvin_s.png
Klasični svet u malim zalogajima,Mark Danijels,Publicistika,https://laguna.rs/_img/korice/6882/klasicni_svet_u_malim_zalogajima_s.jpg
Žene su besne,Dženifer Koks,Publicistika,https://laguna.rs/_img/korice/6799/zene_su_besne-dzenifer_koks_s.png
Zato sanjamo,Rahul Džandajl,Publicistika,https://laguna.rs/_img/korice/6809/zato_sanjamo-rahul_dzandajl_s.png
24 sata u svetu vikinga,Kirsten Volf,Publicistika,https://laguna.rs/_img/korice/6867/24_sata_u_vikinskom_svetu-kirsten_volf_s.jpg
Životne pouke iz književnosti: Mudrosti iz 100 klasičnih dela,Džozef Pirsi,Publicistika,https://laguna.rs/_img/korice/6878/zivotne_pouke_iz_knjizevnosti_mudrosti_iz_100_klasicnih_dela-dzozef_pirsi_s.jpg
Zašto mi to niko ranije nije rekao? – dopunjeno izdanje,Džuli Smit,Publicistika,https://laguna.rs/_img/korice/6873/zasto_mi_to_niko_ranije_nije_rekao_dopunjeno_izdanje_s.jpg
Ovaj put biram sebe,Dizgram,Publicistika,https://laguna.rs/_img/korice/6838/ovaj_put_biram_sebe-dizgram_s.png
Žene su besne,Dženifer Koks,Psihologija,https://laguna.rs/_img/korice/6799/zene_su_besne-dzenifer_koks_s.png
Toplina gnezda koja daje krila,"Štefani Štal,Julija Tomušat",Psihologija,https://laguna.rs/_img/korice/6732/toplina_gnezda_koja_daje_krila-stefani_stal-_julia_tomusat_s.png
Strah od vezivanja,Štefani Štal,Psihologija,https://laguna.rs/_img/korice/6361/strah_od_vezivanja-stefani_stal_s.png
Zajedničko razmišljanje,Karolina Volf,Psihologija,https://laguna.rs/_img/korice/5507/zajednicko_razmisljanje-karolina_volf_s.jpg
Svako je sposoban za vezu,Štefani Štal,Psihologija,https://laguna.rs/_img/korice/5429/svako_je_sposoban_za_vezu-stefani_stal_s.jpg
Velika knjiga o roditeljstvu,"Sabina Andrezen,Miha Brumlik,Klaus Koh",Psihologija,https://laguna.rs/_img/korice/2165/velika_knjiga_o_roditeljstvu_s.jpg
Dete u tebi mora da pronađe svoj zavičaj – radna sveska,Štefani Štal,Psihologija,https://laguna.rs/_img/korice/5224/dete_u_tebi_mora_da_pronadje_svoj_zavicaj_-_radna_sveska-stefani_stal_s.jpg
When you get a signal / Kada dobijete signal,Donald Dejvid Elmvuds,Psihologija,https://laguna.rs/_img/korice/4677/when_you_get_a_signal_kada_dobijete_signal-donald_dejvid_elmvuds_s.jpg
O ljubavi,Alen de Boton,Psihologija,https://laguna.rs/_img/korice/4624/o_ljubavi-alen_de_boton_s.jpg
Dete u tebi mora da pronađe svoj zavičaj,Štefani Štal,Psihologija,https://laguna.rs/_img/korice/4291/dete_u_tebi_mora_da_pronadje_svoj_zavicaj-stefani_stal_s.jpg
Škola za špijune,Denis Bukin,Psihologija,https://laguna.rs/_img/korice/4196/skola_za_spijune_-_da_li_ste_dovoljno_bistri_da_budete_agent_kgb-a-denis_bukin_s.jpg
Ne nauditi,Henri Marš,Psihologija,https://laguna.rs/_img/korice/3905/ne_nauditi-henri_mars_s.jpg
Tajna uspešne dece,Pol Taf,Psihologija,https://laguna.rs/_img/korice/2192/tajna_uspesne_dece-pol_taf_s.jpg
Samostalna deca su srećnija - pedagoški metod Marije Montesori,Hajdi Majer-Hauzer,Psihologija,https://laguna.rs/_img/korice/1884/samostalna_deca_su_srecnija_-_pedagoski_metod_marije_montesori_s.jpg
Jungova mapa duše,Marej Stajn,Psihologija,https://laguna.rs/_img/korice/545/jungova_mapa_duse-marej_stajn_s.jpg
Sve što nikada ne bi trebalo da znate o seksualnosti vaše dece,profesor Marsel Rifo,Psihologija,https://laguna.rs/_img/korice/500/sve_sto_nikada_ne_bi_trebalo_da_znate_o_seksualnosti_vase_dece-profesor_marsel_rifo_s.jpg
Prestonice,Ana Atanasković,Priče,https://laguna.rs/_img/korice/6970/prestonice-ana_atanaskovic_s.png
Kuke i verige – dopunjeno izdanje,Dejan Mihailović,Priče,https://laguna.rs/_img/korice/6872/kuke_i_verige_dopunjeno_izdanje-dejan_mihailovic_s.png
Merino Tigar,Slavimir Stojanović Futro,Priče,https://laguna.rs/_img/korice/6828/merino_tigar-slavimir_stojanovic_s.png
Sto za dvoje,Ejmor Touls,Priče,https://laguna.rs/_img/korice/6745/sto_za_dvoje-ejmor_touls_s.jpg
Kraj veka,Vladimir Pištalo,Priče,https://laguna.rs/_img/korice/6786/kraj_veka-vladimir_pistalo_s.jpg
Priče iz celog sveta,Vladimir Pištalo,Priče,https://laguna.rs/_img/korice/6785/price_iz_celog_sveta-vladimir_pistalo_s.jpg
Beogradski gubitnik,Branislav Bjelica,Priče,https://laguna.rs/_img/korice/6757/beogradski_gubitnik-branislav_bjelica_s.png
Novi ljudi pogrešnim redom,Jonas Karlson,Priče,https://laguna.rs/_img/korice/6748/novi_ljudi_pogresnim_redom-jonas_karlson_s.jpg
O čemu ne govorimo,Slavenka Drakulić,Priče,https://laguna.rs/_img/korice/6731/o_cemu_ne_govorimo_s.png
Barselona,Meri Kostelo,Priče,https://laguna.rs/_img/korice/6737/barselona-meri_kostelo_s.png
"Da si dobra, i Bog bi te imao: Porodične priče",Branko Anđić,Priče,https://laguna.rs/_img/korice/6648/da_si_dobra_i_bog_bi_te_imao_porodicne_price_s.png
Maca na recept,Šo Išida,Priče,https://laguna.rs/_img/korice/6583/maca_na_recept-so_isida_s.png
Pod srpom i čekićem i druge priče,Ivan Aleksejevič Bunjin,Priče,https://laguna.rs/_img/korice/6466/pod_srpom_i_cekicem_i_druge_price-ivan_aleksejevic_bunjin_s.png
O stvarima: Kratke priče,Kestutis Kasparavićus,Priče,https://laguna.rs/_img/korice/6602/o_stvarima_kratke_price__s.png
Priče i ožiljci,Milan Ružić,Priče,https://laguna.rs/_img/korice/6482/price_i_oziljci-milan_ruzic_s.png
Stranac u šumi – latinica,Vladika Grigorije,Priče,https://laguna.rs/_img/korice/6498/stranac_u_sumi_latinica_s.png
Stranac u šumi – ćirilica,Vladika Grigorije,Priče,https://laguna.rs/_img/korice/6497/stranac_u_sumi_cirilica_s.png
Osvetnici i klevetnici,Slaviša Pavlović,Priče,https://laguna.rs/_img/korice/6474/osvetnici_i_klevetnici_s.png
Muškarac u izvesnim godinama - novo dopunjeno izdanje,Vanja Bulić,Priče,https://laguna.rs/_img/korice/6401/muskarac_u_izvesnim_godinama_-_novo_dopunjeno_izdanje-vanja_bulic_s.png
Priče o životinjama za odrasle,Ljiljana Jovanović,Priče,https://laguna.rs/_img/korice/6404/price_o_zivotinjama_za_odrasle_s.png
Povrede na radu - Potpisan primerak,Marko Vidojković,Potpisane knjige,https://laguna.rs/_img/korice/6679/povrede_na_radu_-_potpisan_primerak-marko_vidojkovic_s.png
Neočekivana - Potpisan primerak,Keri Čin,Potpisane knjige,https://laguna.rs/_img/korice/6575/neocekivana_-_potpisan_primerak-keri_cin_s.png
Odgovor - Potpisan primerak,Hana Adrović,Potpisane knjige,https://laguna.rs/_img/korice/6372/odgovor_-_potpisan_primerak-hana_adrovic_s.png
Senka i san - Potpisan primerak,"Dejan Stojiljković,Vladimir Kecmanović",Potpisane knjige,https://laguna.rs/_img/korice/5575/senka_i_san_-_potpisan_primerak-dejan_stojiljkovic-_vladimir_kecmanovic_s.jpg
"10, 9, 8, 7… - Potpisan primerak",Dušan Petričić,Potpisane knjige,https://laguna.rs/_img/korice/5291/10_9_8_7_-_potpisan_primerak-dusan_petricic_s.jpg
Dum-dum - Potpisan primerak,Pavle Zelić,Potpisane knjige,https://laguna.rs/_img/korice/5209/dum-dum_-_potpisan_primerak_s.jpg
Veličina sveta - Potpisan primerak,Branko Anđić,Potpisane knjige,https://laguna.rs/_img/korice/4952/velicina_sveta_-_potpisan_primerak-branko_andjic_s.jpg
Poslednja stanica Britanija - Potpisan primerak,Goran Gocić,Potpisane knjige,https://laguna.rs/_img/korice/3984/poslednja_stanica_britanija_-_potpisani_primerci-goran_gocic_s.jpg
Helena ili o nemiru - Potpisan primerak,Mirjana Mitrović,Potpisane knjige,https://laguna.rs/_img/korice/3948/helena_ili_o_nemiru_-_potpisan_primerak-mirjana_mitrovic_s.jpg
Srodnici - Potpisan primerak,Jovica Aćin,Potpisane knjige,https://laguna.rs/_img/korice/3995/srodnici_-_potpisani_primerci-jovica_acin_s.jpg
Ulična akademija - Potpisan primerak,Lazar Ristovski,Potpisane knjige,https://laguna.rs/_img/korice/4005/ulicna_akademija_-_potpisan_primerak-lazar_ristovski_s.jpg
Arzamas - Potpisan primerak,Ivana Dimić,Potpisane knjige,https://laguna.rs/_img/korice/3940/arzamas_-_potpisan_primerak-ivana_dimic_s.jpg
The Memoirs of Jesus - Potpisan primerak,Vuk Drašković,Potpisane knjige,https://laguna.rs/_img/korice/4001/the_memoirs_of_jesus_-_potpisan_primerak-vuk_draskovic_s.jpg
Jednostavne priče - Potpisan primerak,Lazar Ristovski,Potpisane knjige,https://laguna.rs/_img/korice/3957/jednostavne_price_-_potpisan_primerak-lazar_ristovski_s.jpg
Pobedi u svakoj raspravi,Mehdi Hasan,Popularna psihologija,https://laguna.rs/_img/korice/6973/pobedi_u_svakoj_raspravi-mehdi_hasan_s.jpg
U harmoniji,Emili Nagoski,Popularna psihologija,https://laguna.rs/_img/korice/6899/u_harmoniji-emili_nagoski_s.png
Zato sanjamo,Rahul Džandajl,Popularna psihologija,https://laguna.rs/_img/korice/6809/zato_sanjamo-rahul_dzandajl_s.png
Zašto mi to niko ranije nije rekao? – dopunjeno izdanje,Džuli Smit,Popularna psihologija,https://laguna.rs/_img/korice/6873/zasto_mi_to_niko_ranije_nije_rekao_dopunjeno_izdanje_s.jpg
Kako da razgovarate sa svima,Lil Launds,Popularna psihologija,https://laguna.rs/_img/korice/6842/kako_da_razgovarate_sa_svima_s.png
Nadživeti: Nauka i umetnost dugovečnosti,Piter Atija,Popularna psihologija,https://laguna.rs/_img/korice/6826/nadziveti-piter_atija_s.jpg
Dnevnik jednog direktora,Stiven Bartlet,Popularna psihologija,https://laguna.rs/_img/korice/6749/dnevnik_jednog_direktora-stiven_bartlet_s.jpg
Tajmboksing,Mark Zao-Sanders,Popularna psihologija,https://laguna.rs/_img/korice/6728/tajmboksing-mark_zao-sanders_s.png
Toplina gnezda koja daje krila,"Štefani Štal,Julija Tomušat",Popularna psihologija,https://laguna.rs/_img/korice/6732/toplina_gnezda_koja_daje_krila-stefani_stal-_julia_tomusat_s.png
"Crvene zastavice, zelene zastavice",Ali Fenik,Popularna psihologija,https://laguna.rs/_img/korice/6721/crvene_zastavice_zelene_zastavice-ali_fenik_s.png
Premrežavanje,Nikol Vinjola,Popularna psihologija,https://laguna.rs/_img/korice/6685/premrezavanje_s.png
Nije problem u tebi,Ramani Durvasula,Popularna psihologija,https://laguna.rs/_img/korice/6557/nije_problem_u_tebi-ramani_durvasula_s.png
Vaš džepni terapeut,Eni Zimerman,Popularna psihologija,https://laguna.rs/_img/korice/6536/vas_dzepni_terapeut-eni_zimerman_s.png
Kreativni čin: način postojanja,Rik Rubin,Popularna psihologija,https://laguna.rs/_img/korice/6453/kreativni_cin_kao_nacin_postojanja-rik_rubin_s.png
Budi stoik: 366 drevnih mudrosti za svaki dan u godini,"Rajan Holidej,Stiven Henslman",Popularna psihologija,https://laguna.rs/_img/korice/6494/budi_stoik_366_drevnih_mudrosti_za_svaki_dan_u_godini_s.png
U ratu s mozgom,Hejli Moris,Popularna psihologija,https://laguna.rs/_img/korice/6505/u_ratu_s_mozgom-hejli_moris_s.png
Sijaj u prokletoj tami,Tara Šuster,Popularna psihologija,https://laguna.rs/_img/korice/6444/sijaj_u_prokletoj_tami-tara_suster_s.png
"Draga Doli: O ljubavi, životu i  prijateljstvu",Doli Olderton,Popularna psihologija,https://laguna.rs/_img/korice/6446/draga_doli_o_ljubavi_zivotu_i_prijateljstvu-doli_olderton_s.png
Lak način da prestanete da pušite,Alen Kar,Popularna psihologija,https://laguna.rs/_img/korice/6419/lak_nacin_da_prestanete_da_pusite-alen_kar_s.png
Povratak u mir,Siniša Ubović,Popularna psihologija,https://laguna.rs/_img/korice/6390/povratak_u_mir-sinisa_ubovic_s.png
Hemija sa stilom,"Jasminka Korolija,Ljuba Mandić,Nevena Stefanović",Popularna nauka,https://laguna.rs/_img/korice/6997/hemija_sa_stilom-jasminka_korolija-_ljuba_mandic_s.png
One stvari,Jasna Žmak,Popularna nauka,https://laguna.rs/_img/korice/6992/one_stvari_s.png
Najkraća istorija Kine,Linda Džejvin,Popularna nauka,https://laguna.rs/_img/korice/6976/najkraca_istorija_kine-linda_dzejvin_s.jpg
Zaista kratko putovanje kroz telo,Bil Brajson,Popularna nauka,https://laguna.rs/_img/korice/6935/zaista_kratko_putovanje_kroz_telo_s.jpg
Najkraća istorija sveta,Dejvid Bejker,Popularna nauka,https://laguna.rs/_img/korice/6883/najkraca_istorija_sveta_s.jpg
Nadživeti: Nauka i umetnost dugovečnosti,Piter Atija,Popularna nauka,https://laguna.rs/_img/korice/6826/nadziveti-piter_atija_s.jpg
Gen: Intimna istorija,Sidarta Mukardži,Popularna nauka,https://laguna.rs/_img/korice/4080/gen_intimna_istorija-sidarta_mukardzi_s.jpg
Najkraća istorija Indije,Džon Zubržicki,Popularna nauka,https://laguna.rs/_img/korice/6803/najkraca_istorija_indije_s.jpg
Ajnštajn u vremenu  i prostoru: Život u 99 čestica,Samjuel Grejdon,Popularna nauka,https://laguna.rs/_img/korice/6747/ajnstajn_u_vremenu_i_prostoru_zivot_u_99_cestica-samjuel_grejdon_s.png
Gorka pilula,Pavle Zelić,Popularna nauka,https://laguna.rs/_img/korice/6521/gorka_pilula-pavle_zelic_s.png
Budućnost geografije,Tim Maršal,Popularna nauka,https://laguna.rs/_img/korice/6441/buducnost_geografije-tim_marsal_s.png
Ogroman svet,Ed Jang,Popularna nauka,https://laguna.rs/_img/korice/6336/ogroman_svet-ed_jang_s.png
Nikad bolja: Sve o famoznoj menopauzi,Šila de Liz,Popularna nauka,https://laguna.rs/_img/korice/6207/nikad_bolja_sve_o_famoznoj_menopauzi-sejla_de_liz_s.png
Ilon Mask,Volter Ajzakson,Popularna nauka,https://laguna.rs/_img/korice/6274/ilon_mask-volter_ajzakson_s.jpg
Pesma ćelije,Sidarta Mukardži,Popularna nauka,https://laguna.rs/_img/korice/6265/pesma_celije-sidarta_mukardzi_s.jpg
Urnebesna fizika – ćirilica,"Igor Kolarov,Svetislav Paunović,Branko Stevanović",Popularna nauka,https://laguna.rs/_img/korice/6283/urnebesna_fizika_cirilica_s.png
"Ljubav, medicina i čuda",Berni Zigel,Popularna nauka,https://laguna.rs/_img/korice/6173/ljubav_medicina_i_cuda-berni_zigel_s.png
Živa planeta: Mreža života na Zemlji,Dejvid Atenboro,Popularna nauka,https://laguna.rs/_img/korice/6167/ziva_planeta_mreza_zivota_na_zemlji_s.jpg
Bez bola,Pit Igoskju,Popularna nauka,https://laguna.rs/_img/korice/6169/bez_bola_s.jpg
Otkačene činjenice za radoznalu decu od 8 godina,Grupa autora,Popularna nauka,https://laguna.rs/_img/korice/6156/otkacene_cinjenice_za_radoznalu_decu_od_8_godina-grupa_autora_s.jpg
"Evo, anđela!",Selimir Radulović,Poezija,https://laguna.rs/_img/korice/6941/evo_andjela-selimir_radulovic_s.png
Ispovest venecijanskog klovna,Igor Mirović,Poezija,https://laguna.rs/_img/korice/6897/ispovest_venecijanskog_klovna-igor_mirovic_s.png
"Džinovi, strašila i Nešto Treće",Dejan Aleksić,Poezija,https://laguna.rs/_img/korice/6771/dzinovi_strasila_i_nesto_trece-dejan_aleksic_s.jpg
Ljubav,Dona Ešvort,Poezija,https://laguna.rs/_img/korice/6615/ljubav_s.png
Život,Dona Ešvort,Poezija,https://laguna.rs/_img/korice/6616/zivot_s.png
Divlja nada,Dona Ešvort,Poezija,https://laguna.rs/_img/korice/6609/divlja_nada_s.png
Zabava za dokone kćeri,Ana Ristović,Poezija,https://laguna.rs/_img/korice/6522/zabava_za_dokone_kceri-ana_ristovic_s.png
Gorski vijenac,Petar II Petrović Njegoš,Poezija,https://laguna.rs/_img/korice/6483/gorski_vijenac-petar_ii_petrovic_njegos_s.png
"Po vodi koja je prala noge, Isusove",Selimir Radulović,Poezija,https://laguna.rs/_img/korice/6480/po_vodi_koja_je_prala_noge_isusove-selimir_radulovic_s.png
Vesela pesma nek decu budi,Dragan Lukić,Poezija,https://laguna.rs/_img/korice/6378/vesela_pesma_nek_decu_budi-dragan_lukic_s.png
Oganj i kelija,Vladimir Kecmanović,Poezija,https://laguna.rs/_img/korice/6335/oganj_i_kelija-vladimir_kecmanovic_s.png
Zmajeva riznica – latinica,Jovan Jovanović Zmaj,Poezija,https://laguna.rs/_img/korice/6343/zmajeva_riznica_latinica-jovan_jovanovic_zmaj_s.png
U lavirintu,Igor Mirović,Poezija,https://laguna.rs/_img/korice/6278/u_lavirintu-igor_mirovic_s.png
Džo Frejzer i 49 + 24 + 5 pesama,Srđan Valjarević,Poezija,https://laguna.rs/_img/korice/6238/dzo_frejzer_s.jpg
Ukrštene reči,Zoran Kostić Cane,Poezija,https://laguna.rs/_img/korice/6239/ukrstene_reci_s.jpg
Izabrana dela Selimira Radulovića,Selimir Radulović,Poezija,https://laguna.rs/_img/korice/6294/izabrana_dela_selimira_radulovica-selimir_radulovic_s.jpg
Tri JaJaJa na oko,Ljubivoje Ršumović,Poezija,https://laguna.rs/_img/korice/6066/tri_jajaja_na_oko-ljubivoje_rsumovic_s.jpg
"Zapis na stubu, Jerusalimskom",Selimir Radulović,Poezija,https://laguna.rs/_img/korice/5993/zapis_na_stubu_jerusalimskom-selimir_radulovic_s.jpg
Gradinar,Rabindranat Tagore,Poezija,https://laguna.rs/_img/korice/6000/gradinar-rabindranat_tagore_s.png
Poeme,Miroslav Antić,Poezija,https://laguna.rs/_img/korice/5702/poeme-miroslav_antic_s.jpg
Iskupljenje vremena,Baošu,Naučna fantastika,https://laguna.rs/_img/korice/6798/iskupljenje_vremena-baosu_s.jpg
Deca sećanja,Adrijan Čajkovski,Naučna fantastika,https://laguna.rs/_img/korice/6304/deca_secanja-adrijan_cajkovski_s.jpg
Klanica pet,Kurt Vonegat,Naučna fantastika,https://laguna.rs/_img/korice/5723/klanica_pet-kurt_vonegat_s.jpg
Pad nemani,Džejms S. A. Kori,Naučna fantastika,https://laguna.rs/_img/korice/5591/pad_nemani-dzejms_s_a_kori_s.jpg
I-Sky,Nenad Ilić,Naučna fantastika,https://laguna.rs/_img/korice/5567/i-sky_s.jpg
